Product_Weight,Product_Sugar_Content,Product_Allocated_Area,Product_Type,Product_MRP,Store_Establishment_Year,Store_Size,Store_Location_City_Type,Store_Type,target
15.64,0,0.016,5,155.88,1999,1,0,0,4310.03
10.84,0,0.023,0,116.45,1987,0,1,2,2440.97
10.65,0,0.046,5,160.56,2009,1,1,3,3276.31
11.62,0,0.082,13,139.95,2009,1,1,3,3074.3
9.68,0,0.018,7,153.33,2009,1,1,3,2909.71
10.23,0,0.123,7,182.45,2009,1,1,3,3631.17
12.93,0,0.026,6,144.85,2009,1,1,3,3472.09
10.56,0,0.184,5,159.22,2009,1,1,3,3229.35
11.51,2,0.044,6,128.68,2009,1,1,3,2818.86
15.66,2,0.044,0,134.56,2009,1,1,3,3878.79
11.15,0,0.14,7,126.41,2009,1,1,3,2692.57
14.35,0,0.044,4,166.92,1999,1,0,0,4243.8
13.3,0,0.034,6,98.5,2009,1,1,3,2607.08
14.96,0,0.09,4,139.19,2009,1,1,3,3814.83
13.19,0,0.235,13,141.68,2009,1,1,3,3464.61
14.38,0,0.119,3,131.19,1999,1,0,0,5811.24
14.37,2,0.076,5,173.74,1999,1,0,0,4388.63
14.16,1,0.102,9,172.4,1999,1,0,0,4312.33
11.05,0,0.112,14,120.27,2009,1,1,3,2543.44
11.67,2,0.033,5,124.51,2009,1,1,3,2769.42
14.98,1,0.14,9,187.98,1987,0,1,2,4817.14
12.79,2,0.045,3,152.02,2009,1,1,3,3586.82
11.94,0,0.067,14,175.92,2009,1,1,3,3883.52
12.41,2,0.026,7,118.27,2009,1,1,3,2809.7
14.82,1,0.142,8,158.87,1987,0,1,2,4185.56
16.41,1,0.105,9,206.79,1999,1,0,0,5524.65
11.87,0,0.025,0,113.36,2009,1,1,3,2586.88
9.35,0,0.174,10,137.23,2009,1,1,3,2506.34
10.03,0,0.047,4,140.57,2009,1,1,3,2728.83
13.33,0,0.015,13,147.52,2009,1,1,3,2923.53
11.28,2,0.03,5,149.32,1998,2,2,1,680.56
15.46,1,0.026,9,171.83,1987,0,1,2,4595.77
13.87,0,0.1,14,178.64,1999,1,0,0,4374.74
10.58,0,0.016,6,144.73,2009,1,1,3,2938.62
10.7,0,0.041,0,160.61,2009,1,1,3,3289.27
14.1,2,0.031,10,155.49,2009,1,1,3,3953.57
11.71,0,0.085,4,151.65,2009,1,1,3,3333.79
10.88,0,0.063,3,143.66,2009,1,1,3,2983.87
13.92,0,0.057,13,185.58,1987,0,1,2,4528.95
14.62,2,0.027,13,162.41,1999,1,0,0,4211.49
11.89,0,0.111,4,172.07,2009,1,1,3,3793.27
12.22,0,0.034,5,130.54,2009,1,1,3,3019.09
13.26,2,0.191,6,148.31,2009,1,1,3,3615.84
11.13,0,0.053,14,124.54,2009,1,1,3,2649.25
11.89,1,0.03,8,122.19,2009,1,1,3,2771.67
16.34,2,0.112,6,184.46,1999,1,0,0,5051.69
13.54,2,0.076,1,210.34,1987,0,1,2,4948.7
14.08,0,0.077,5,128.96,2009,1,1,3,3405.24
13.42,0,0.054,14,144.38,1999,1,0,0,6636.3
13.86,0,0.039,3,146.29,2009,1,1,3,3710.2
8.18,0,0.021,13,118.86,1998,2,2,1,1866.43
11.2,0,0.104,6,143.69,2009,1,1,3,3055.59
10.29,0,0.047,6,101.5,1998,2,2,1,1988.53
11.53,2,0.2,5,154.69,2009,1,1,3,3356.56
12.4,0,0.041,0,141.18,2009,1,1,3,3275.98
8.68,0,0.111,7,116.3,1998,2,2,1,1927.01
11.24,2,0.071,5,153.15,2009,1,1,3,3258.06
11.45,0,0.039,10,125.43,2009,1,1,3,2738.39
12.15,0,0.055,13,144.7,2009,1,1,3,3292.92
12.55,0,0.019,1,150.82,2009,1,1,3,3508.49
13.83,2,0.025,13,143.46,2009,1,1,3,3647.05
6.99,2,0.023,6,90.88,1998,2,2,1,1025.01
10.48,1,0.021,9,92.45,1998,2,2,1,1845.4
14.31,0,0.161,6,110.16,2009,1,1,3,3073.8
13.12,1,0.036,11,149.56,2009,1,1,3,3610.09
18.39,1,0.074,9,179.17,1999,1,0,0,5408.3
11.98,0,0.052,5,141.31,2009,1,1,3,3183.95
13.62,2,0.113,0,114.03,2009,1,1,3,2997.47
11.57,0,0.136,14,155.25,2009,1,1,3,3375.97
15.67,2,0.078,4,145.48,1987,0,1,2,4102.38
10.71,1,0.028,8,118.86,1987,0,1,2,2438.27
11.88,2,0.062,6,123.43,2009,1,1,3,2794.64
10.69,0,0.127,0,115.27,1987,0,1,2,2360.83
13.13,0,0.01,3,152.0,2009,1,1,3,3663.65
15.11,0,0.185,6,123.26,2009,1,1,3,3522.3
13.62,0,0.035,13,173.85,1999,1,0,0,4221.53
11.03,0,0.058,6,166.44,2009,1,1,3,3482.94
14.69,1,0.037,8,158.44,1987,0,1,2,4147.71
15.23,2,0.167,13,133.2,2009,1,1,3,3752.66
11.84,0,0.108,5,211.87,1987,0,1,2,4595.28
16.11,0,0.039,3,183.43,1999,1,0,0,4980.03
13.12,1,0.038,9,148.43,2009,1,1,3,3587.48
12.64,0,0.021,15,172.89,2009,1,1,3,2898.86
13.25,1,0.14,8,180.9,1999,1,0,0,4281.47
8.97,0,0.094,0,67.06,1998,2,2,1,985.73
13.92,0,0.074,3,180.0,1999,1,0,0,4414.4
9.75,1,0.152,8,132.28,1987,0,1,2,2494.49
13.44,0,0.039,0,187.76,1999,1,0,0,4465.02
11.88,2,0.07,13,130.83,2009,1,1,3,2947.02
13.28,2,0.029,5,163.0,2009,1,1,3,3922.5
9.89,0,0.104,4,113.13,1998,2,2,1,2135.44
14.39,2,0.043,10,110.8,2009,1,1,3,3103.47
11.94,1,0.08,9,143.98,2009,1,1,3,3230.48
13.23,0,0.03,13,154.73,2009,1,1,3,3740.75
12.86,0,0.186,6,154.02,2009,1,1,3,3643.07
10.78,1,0.114,11,164.09,2009,1,1,3,3378.17
11.07,0,0.066,4,87.06,1998,2,2,1,1869.01
11.19,1,0.049,9,95.12,1998,2,2,1,2059.89
11.27,0,0.014,0,146.13,2009,1,1,3,3122.95
13.6,0,0.082,5,159.22,2009,1,1,3,3916.47
12.05,0,0.032,4,131.9,2009,1,1,3,3006.57
15.72,0,0.042,10,170.4,1987,0,1,2,4625.38
11.09,0,0.052,14,149.17,2009,1,1,3,3144.5
15.56,0,0.075,5,157.89,1999,1,0,0,4331.94
13.33,0,0.009,14,143.06,2009,1,1,3,3525.5
13.49,2,0.03,13,156.83,2009,1,1,3,3841.97
16.76,0,0.081,15,169.25,1999,1,0,0,4836.45
10.18,3,0.152,14,144.85,2009,1,1,3,2849.82
13.18,1,0.175,8,100.1,2009,1,1,3,4263.26
12.39,0,0.034,1,143.74,2009,1,1,3,3327.51
13.15,1,0.113,8,141.61,2009,1,1,3,3453.75
13.24,1,0.074,9,142.7,2009,1,1,3,3496.38
12.12,2,0.076,5,112.44,2009,1,1,3,2625.78
13.04,0,0.019,4,107.5,2009,1,1,3,2731.45
12.38,0,0.071,5,136.45,2009,1,1,3,3175.4
13.54,2,0.081,6,153.27,2009,1,1,3,3780.33
10.96,0,0.07,6,135.63,2009,1,1,3,2837.8
10.81,0,0.089,14,82.99,1998,2,2,1,1727.25
14.57,1,0.049,9,142.88,2009,1,1,3,3802.73
13.45,2,0.092,6,169.24,1987,0,1,2,4087.34
12.15,1,0.012,8,128.65,2009,1,1,3,2962.87
8.66,0,0.052,4,99.31,1998,2,2,1,1575.43
10.13,1,0.015,9,135.17,2009,1,1,3,2639.89
10.52,0,0.058,7,132.88,2009,1,1,3,2682.74
14.07,0,0.046,4,199.61,1987,0,1,2,4848.94
11.41,0,0.029,7,136.83,2009,1,1,3,2963.88
8.3,0,0.041,3,88.82,1998,2,2,1,1279.42
13.01,0,0.121,13,166.37,2009,1,1,3,3930.17
12.31,0,0.086,4,137.47,2009,1,1,3,3179.34
12.85,2,0.023,14,135.02,2009,1,1,3,3251.48
13.28,0,0.061,3,175.71,1987,0,1,2,4182.02
12.6,2,0.025,5,137.95,2009,1,1,3,4586.4
11.27,0,0.081,13,144.13,2009,1,1,3,3082.59
16.01,0,0.105,10,148.16,1999,1,0,0,4235.57
13.03,0,0.151,1,129.73,2009,1,1,3,3183.78
12.75,0,0.036,13,166.65,2009,1,1,3,3876.76
15.36,2,0.113,3,114.93,2009,1,1,3,4422.47
13.1,0,0.007,4,176.31,1987,0,1,2,4153.02
16.04,0,0.051,14,200.74,1999,1,0,0,5317.02
11.12,0,0.16,14,90.55,1998,2,2,1,1951.66
14.31,0,0.031,13,173.3,1999,1,0,0,4365.89
10.78,0,0.154,7,106.5,1998,2,2,1,2200.21
8.61,3,0.013,5,82.74,1998,2,2,1,1223.9
12.26,0,0.128,6,146.47,2009,1,1,3,3352.24
10.49,0,0.016,13,142.38,2009,1,1,3,2868.18
9.55,0,0.108,3,92.17,1998,2,2,1,1630.26
14.7,0,0.026,5,140.6,2009,1,1,3,3784.84
12.39,0,0.188,13,140.38,2009,1,1,3,3258.03
15.67,0,0.036,7,180.71,1987,0,1,2,4823.69
13.87,0,0.043,4,130.68,2009,1,1,3,3392.96
9.5,0,0.191,10,83.78,1998,2,2,1,1447.55
14.15,0,0.065,6,216.16,1999,1,0,0,5205.29
15.74,0,0.019,13,208.82,1999,1,0,0,5414.51
13.18,3,0.047,0,164.47,2009,1,1,3,4684.25
15.19,0,0.191,6,154.18,1987,0,1,2,4172.46
12.94,0,0.028,7,174.83,1987,0,1,2,4086.83
10.32,2,0.063,0,101.95,1998,2,2,1,2002.69
13.39,0,0.117,4,151.09,2009,1,1,3,2135.61
15.93,2,0.073,3,117.25,2009,1,1,3,3585.49
14.36,1,0.013,9,110.36,2009,1,1,3,3088.24
12.11,0,0.051,0,110.75,2009,1,1,3,2587.29
16.2,0,0.017,13,218.74,1999,1,0,0,5722.13
14.31,1,0.078,9,131.83,2009,1,1,3,3517.89
12.7,0,0.076,3,128.19,2009,1,1,3,3077.88
16.18,0,0.093,1,202.49,1999,1,0,0,5384.8
9.37,2,0.014,0,102.9,1998,2,2,1,1809.27
8.53,2,0.079,10,183.03,2009,1,1,3,3257.26
14.67,1,0.041,9,184.14,1987,0,1,2,4669.2
12.69,2,0.184,5,146.86,2009,1,1,3,3458.09
11.3,0,0.029,6,130.27,2009,1,1,3,2803.51
12.74,0,0.053,6,199.62,1998,2,2,1,1940.96
11.56,0,0.024,6,93.65,1998,2,2,1,2114.3
15.91,2,0.09,5,163.64,1987,0,1,2,4529.96
14.52,0,0.054,14,184.39,1987,0,1,2,4638.79
9.56,0,0.174,6,146.97,2009,1,1,3,2753.05
14.09,2,0.042,6,176.25,1987,0,1,2,4592.97
14.36,2,0.085,1,150.85,2009,1,1,3,3916.43
11.42,0,0.041,5,147.65,2009,1,1,3,3582.92
13.12,0,0.088,14,144.82,2009,1,1,3,3514.03
10.6,0,0.147,4,146.23,2009,1,1,3,2973.2
17.01,0,0.026,3,175.36,1999,1,0,0,5016.54
11.72,0,0.024,6,150.15,2009,1,1,3,3306.3
8.06,0,0.07,3,83.66,1998,2,2,1,1117.81
11.42,1,0.14,9,137.81,2009,1,1,3,2986.22
13.54,3,0.031,5,190.24,1987,0,1,2,4538.83
12.1,3,0.009,6,125.98,2009,1,1,3,2897.77
12.58,0,0.12,14,141.38,2009,1,1,3,3320.87
9.61,1,0.075,9,114.56,1998,2,2,1,2101.31
12.92,1,0.118,9,161.75,2009,1,1,3,3813.81
13.5,2,0.048,4,148.26,2009,1,1,3,3669.34
14.37,2,0.039,6,197.79,1987,0,1,2,4880.47
13.02,2,0.112,4,161.96,2009,1,1,3,3841.02
12.4,2,0.122,13,132.64,2009,1,1,3,3101.99
11.37,2,0.033,2,122.56,2009,1,1,3,2663.81
12.51,2,0.121,0,149.62,2009,1,1,3,3474.09
10.98,2,0.031,13,168.61,2009,1,1,3,3515.83
13.95,0,0.073,1,104.83,2009,1,1,3,2882.61
8.98,1,0.026,9,123.34,1998,2,2,1,2139.13
15.02,1,0.033,8,187.98,1987,0,1,2,4827.09
14.16,0,0.071,6,194.9,1987,0,1,2,4773.88
12.09,3,0.023,15,154.35,2009,1,1,3,3476.8
15.06,0,0.053,6,164.06,1999,1,0,0,4345.53
13.02,0,0.053,2,150.45,2009,1,1,3,3605.98
15.31,0,0.047,10,191.25,1987,0,1,2,4958.42
15.63,1,0.106,9,151.5,1999,1,0,0,4218.53
14.76,1,0.109,8,113.74,1999,1,0,0,5503.51
11.63,0,0.027,13,136.45,2009,1,1,3,3005.81
10.79,0,0.043,5,102.29,1998,2,2,1,2116.18
10.19,2,0.031,3,149.76,2009,1,1,3,2951.37
13.63,0,0.085,4,131.89,2009,1,1,3,3363.15
12.15,2,0.015,0,171.07,1999,1,0,0,6367.83
15.85,2,0.034,10,201.73,1999,1,0,0,5294.08
13.38,0,0.061,3,150.45,2009,1,1,3,3688.78
14.11,0,0.048,0,154.17,2009,1,1,3,3927.89
11.35,0,0.007,13,151.05,2009,1,1,3,3241.09
11.27,0,0.061,6,103.91,1998,2,2,1,2257.54
13.79,0,0.016,0,177.82,1999,1,0,0,4341.09
15.49,0,0.099,3,193.1,1999,1,0,0,5037.84
10.97,0,0.024,7,144.32,2009,1,1,3,3016.47
13.32,2,0.022,13,124.28,2009,1,1,3,3139.29
13.33,0,0.102,10,154.71,2009,1,1,3,3763.78
13.65,0,0.041,0,171.43,1987,0,1,2,4178.4
16.44,0,0.233,13,124.57,2009,1,1,3,3849.32
12.35,0,0.094,4,182.43,1987,0,1,2,4109.54
10.88,0,0.115,13,116.02,1987,0,1,2,2418.6
13.17,2,0.047,4,119.32,2009,1,1,3,3004.24
10.11,0,0.09,14,136.13,2009,1,1,3,2655.65
12.54,0,0.043,13,160.15,2009,1,1,3,3697.11
14.11,0,0.159,0,146.49,2009,1,1,3,3772.65
9.04,2,0.016,0,121.11,1998,2,2,1,2107.19
12.69,1,0.022,8,150.53,2009,1,1,3,3533.01
11.5,0,0.095,4,186.75,1987,0,1,2,4005.73
10.46,0,0.026,0,127.12,2009,1,1,3,2549.73
11.44,0,0.092,5,102.98,1998,2,2,1,2278.74
12.75,3,0.056,6,227.47,1999,1,0,0,5120.87
12.91,3,0.031,3,146.91,2009,1,1,3,3508.26
11.96,0,0.018,13,151.35,2009,1,1,3,3384.58
14.44,0,0.037,10,163.21,1987,0,1,2,4188.47
13.58,0,0.113,15,87.17,1987,0,1,2,2437.49
10.22,1,0.024,9,186.52,2009,1,1,3,3711.48
15.58,0,0.013,4,163.08,1999,1,0,0,4444.01
11.84,2,0.021,10,88.85,1998,2,2,1,2079.95
15.49,0,0.159,3,209.62,1999,1,0,0,5374.44
13.08,2,0.051,14,160.56,2009,1,1,3,3827.77
13.14,0,0.131,3,170.49,1987,0,1,2,4043.7
14.24,2,0.071,4,157.54,1987,0,1,2,4026.95
13.25,0,0.2,15,198.32,1987,0,1,2,4637.97
11.95,3,0.041,3,135.58,2009,1,1,3,3059.57
10.21,0,0.081,3,97.17,1998,2,2,1,1880.46
14.25,1,0.014,9,135.66,2009,1,1,3,3581.44
18.12,0,0.116,4,210.29,1999,1,0,0,5983.84
17.23,0,0.057,0,175.07,1999,1,0,0,5062.16
15.14,2,0.088,13,182.81,1987,0,1,2,4747.34
11.63,0,0.045,14,103.77,1987,0,1,2,2337.66
9.66,0,0.039,13,117.44,1998,2,2,1,2170.99
10.18,2,0.077,0,154.03,2009,1,1,3,3037.0
10.34,0,0.292,2,81.19,1998,2,2,1,1584.06
12.62,0,0.086,3,111.48,2009,1,1,3,2717.67
12.87,0,0.146,10,148.05,2009,1,1,3,3013.11
13.47,1,0.089,9,174.12,1987,0,1,2,4193.18
9.68,0,0.03,3,130.73,1987,0,1,2,2448.62
15.06,0,0.292,13,159.13,1999,1,0,0,4244.59
10.65,0,0.055,13,154.47,2009,1,1,3,3153.49
11.52,0,0.184,3,135.91,2009,1,1,3,2970.69
8.57,0,0.061,5,120.74,1998,2,2,1,1991.81
14.06,2,0.046,1,208.62,1999,1,0,0,5031.47
14.71,2,0.107,4,193.86,1987,0,1,2,4877.12
16.31,2,0.048,6,179.03,1999,1,0,0,4933.82
7.87,0,0.033,3,96.69,1998,2,2,1,1343.13
12.56,2,0.008,13,133.35,2009,1,1,3,3151.43
13.91,2,0.01,3,130.9,2009,1,1,3,3406.78
10.21,2,0.026,6,88.16,1998,2,2,1,1697.43
10.63,1,0.073,11,115.43,1987,0,1,2,2350.45
14.53,1,0.095,11,147.44,2009,1,1,3,3886.34
12.28,1,0.16,9,172.16,2009,1,1,3,3882.42
13.66,0,0.064,0,149.54,2009,1,1,3,3438.18
16.26,0,0.174,12,128.94,2009,1,1,3,3898.43
16.05,0,0.066,13,183.0,1999,1,0,0,4957.75
4.0,0,0.077,13,75.44,1998,2,2,1,33.0
12.22,0,0.025,13,123.19,2009,1,1,3,2867.06
12.98,0,0.137,5,147.22,2009,1,1,3,3531.82
12.24,1,0.176,9,122.93,2009,1,1,3,2865.86
12.27,0,0.178,7,113.12,2009,1,1,3,2673.62
10.27,0,0.04,0,169.39,2009,1,1,3,3371.62
16.33,1,0.142,9,187.24,1999,1,0,0,5107.18
13.21,0,0.013,3,113.6,2009,1,1,3,2894.73
16.32,2,0.018,14,174.02,1987,0,1,2,4833.61
15.49,0,0.054,4,136.38,2009,1,1,3,3875.76
12.12,2,0.12,6,151.5,2009,1,1,3,3424.31
9.04,1,0.011,9,81.64,1998,2,2,1,1298.52
12.92,0,0.04,14,172.64,1987,0,1,2,4037.04
12.92,2,0.064,13,147.15,2009,1,1,3,3515.89
9.51,1,0.107,8,155.31,2009,1,1,3,4257.16
11.97,0,0.031,13,141.82,2009,1,1,3,3192.84
6.44,0,0.007,4,79.33,1998,2,2,1,1323.04
12.58,1,0.073,8,118.43,2009,1,1,3,2851.97
10.02,0,0.076,6,79.16,1998,2,2,1,1470.64
10.39,0,0.105,7,145.29,2009,1,1,3,2905.88
12.84,1,0.028,8,135.56,2009,1,1,3,3259.84
11.46,2,0.038,6,106.69,1987,0,1,2,2359.34
15.76,0,0.046,13,176.65,1987,0,1,2,4761.01
12.15,0,0.033,13,120.05,1999,1,0,0,5816.98
11.31,0,0.036,6,112.2,1987,0,1,2,2437.51
11.35,0,0.016,6,171.34,2009,1,1,3,3656.26
10.15,0,0.022,6,108.61,1998,2,2,1,2102.68
11.32,2,0.112,13,120.45,2009,1,1,3,2608.03
11.04,2,0.024,6,134.17,2009,1,1,3,2826.38
15.9,0,0.023,10,188.02,1999,1,0,0,5025.47
13.86,1,0.124,9,168.03,1987,0,1,2,4156.66
11.21,2,0.057,10,124.42,2009,1,1,3,2664.05
14.85,2,0.013,4,122.66,2009,1,1,3,3450.56
15.05,2,0.12,6,198.53,1999,1,0,0,5049.41
13.38,2,0.014,3,165.02,2009,1,1,3,3984.89
13.69,0,0.034,5,141.72,2009,1,1,3,3579.46
10.78,2,0.152,5,135.65,2009,1,1,3,2796.1
14.68,0,0.027,6,139.47,2009,1,1,3,3756.45
11.69,0,0.151,2,144.35,2009,1,1,3,3181.14
13.27,2,0.074,1,202.24,1987,0,1,2,4722.32
14.14,0,0.093,6,178.59,1999,1,0,0,4435.44
14.76,2,0.152,13,96.1,2009,1,1,3,2887.41
9.35,2,0.126,1,111.24,1987,0,1,2,2778.51
15.01,2,0.041,10,196.9,1999,1,0,0,5005.78
10.33,2,0.042,6,159.97,2009,1,1,3,3192.8
11.35,0,0.036,6,129.96,2009,1,1,3,2808.9
12.91,0,0.063,4,159.11,2009,1,1,3,3758.47
10.55,0,0.078,6,192.06,2009,1,1,3,3899.12
14.11,0,0.029,6,186.12,1987,0,1,2,4581.85
11.57,0,0.08,6,172.28,2009,1,1,3,3725.34
14.71,2,0.067,5,165.13,1999,1,0,0,4288.74
10.41,0,0.122,0,148.13,2009,1,1,3,2967.93
6.78,0,0.057,6,119.22,1998,2,2,1,1556.23
17.34,1,0.076,8,229.58,1999,1,0,0,6201.6
16.07,1,0.053,9,200.63,1999,1,0,0,5321.84
12.98,2,0.055,10,167.99,2009,1,1,3,3955.81
12.52,1,0.052,9,141.3,2009,1,1,3,3306.31
15.12,2,0.047,14,208.25,1999,1,0,0,5262.91
12.39,0,0.014,0,149.52,2009,1,1,3,3444.58
9.36,1,0.036,8,122.03,1998,2,2,1,2196.62
8.99,2,0.075,4,107.5,1998,2,2,1,895.67
14.83,2,0.021,14,147.13,2009,1,1,3,3946.78
13.8,0,0.091,0,149.53,2009,1,1,3,3764.73
15.29,0,0.113,0,155.21,1999,1,0,0,4216.97
15.88,0,0.018,14,155.4,1999,1,0,0,4354.72
16.35,2,0.108,0,145.62,1999,1,0,0,4259.52
9.14,0,0.055,3,132.11,1987,0,1,2,4744.69
10.94,1,0.015,11,161.22,2009,1,1,3,3357.47
16.81,0,0.111,4,180.56,1999,1,0,0,5078.5
14.11,2,0.023,5,167.1,1987,0,1,2,4193.43
16.62,2,0.013,5,183.11,1999,1,0,0,5088.56
10.97,0,0.156,6,175.71,2009,1,1,3,3660.82
14.33,0,0.035,13,112.98,2009,1,1,3,1786.7
11.18,0,0.042,4,115.08,1987,0,1,2,4047.09
14.46,3,0.017,10,169.11,1999,1,0,0,4313.73
11.42,0,0.081,6,163.88,2009,1,1,3,3520.32
13.55,0,0.186,0,66.75,1998,2,2,1,2014.05
12.11,0,0.129,14,153.05,2009,1,1,3,3453.86
13.62,0,0.085,7,91.51,2009,1,1,3,2535.01
14.3,0,0.02,4,126.68,2009,1,1,3,3409.6
14.74,0,0.085,7,187.29,1987,0,1,2,4749.78
13.76,2,0.063,5,157.3,2009,1,1,3,3913.87
14.73,0,0.143,13,165.1,1998,2,2,1,1160.47
13.27,0,0.07,5,131.16,2009,1,1,3,3269.14
14.53,0,0.016,10,181.25,1987,0,1,2,4578.3
8.9,2,0.032,3,122.61,1998,2,2,1,2105.86
7.14,0,0.011,6,109.27,1998,2,2,1,1435.64
13.16,2,0.29,10,100.73,2009,1,1,3,2621.35
13.65,0,0.071,5,135.3,2009,1,1,3,3438.8
10.03,2,0.096,13,151.05,2009,1,1,3,2942.09
12.84,0,0.067,2,162.37,2009,1,1,3,3808.51
13.48,0,0.024,6,144.6,2009,1,1,3,3589.55
13.66,1,0.083,9,176.33,1999,1,0,0,4279.28
13.49,0,0.178,6,184.74,1999,1,0,0,4414.76
16.7,2,0.129,5,134.75,1987,0,1,2,4116.93
10.07,2,0.006,10,104.49,1998,2,2,1,1999.45
11.55,0,0.028,10,111.89,1987,0,1,2,2485.64
13.32,0,0.025,13,92.42,1987,0,1,2,2485.93
11.49,1,0.043,9,153.24,2009,1,1,3,3316.49
11.93,0,0.058,1,119.61,2009,1,1,3,2728.9
11.86,2,0.067,10,113.66,2009,1,1,3,2590.41
11.15,0,0.027,10,133.09,2009,1,1,3,2829.18
10.95,0,0.12,3,121.71,2009,1,1,3,2550.16
13.52,2,0.033,10,184.12,1999,1,0,0,4408.18
18.61,1,0.063,11,171.14,1999,1,0,0,5291.94
12.31,0,0.035,1,136.34,2009,1,1,3,3155.91
10.25,1,0.038,8,82.21,1998,2,2,1,1585.11
12.19,0,0.039,5,143.54,2009,1,1,3,3278.4
10.24,1,0.067,9,146.43,2009,1,1,3,2895.01
12.64,0,0.141,3,143.37,2009,1,1,3,4138.12
14.71,2,0.05,10,167.8,1999,1,0,0,4342.1
10.12,0,0.098,3,112.07,1998,2,2,1,2165.49
16.59,0,0.056,3,185.99,1999,1,0,0,5139.43
18.04,3,0.045,13,171.3,1999,1,0,0,5167.79
13.52,2,0.093,13,197.19,1987,0,1,2,4674.53
14.31,2,0.035,14,191.13,1987,0,1,2,4730.89
13.6,2,0.057,14,168.31,1987,0,1,2,4102.35
12.85,2,0.074,10,140.26,2009,1,1,3,3358.61
14.09,2,0.017,13,168.81,1999,1,0,0,4223.93
10.6,0,0.053,6,141.22,2009,1,1,3,2869.75
14.5,0,0.122,3,167.28,1998,2,2,1,1526.43
15.0,0,0.161,6,202.46,1999,1,0,0,5118.71
15.42,0,0.046,5,153.07,1999,1,0,0,4201.15
9.44,1,0.085,8,118.9,1998,2,2,1,677.12
11.44,0,0.096,3,118.25,2009,1,1,3,2590.15
10.39,0,0.01,10,132.22,2009,1,1,3,2639.8
11.33,1,0.083,8,161.45,2009,1,1,3,3449.86
13.22,2,0.036,6,162.57,2009,1,1,3,3899.02
14.38,2,0.055,6,185.57,1987,0,1,2,4908.7
10.19,2,0.025,3,165.24,2009,1,1,3,3269.54
16.95,2,0.034,6,151.42,1987,0,1,2,4514.19
7.33,2,0.039,10,81.44,1998,2,2,1,908.32
10.85,0,0.027,3,62.8,1998,2,2,1,1321.81
12.91,2,0.017,13,87.98,1987,0,1,2,2303.02
10.55,0,0.188,1,130.38,2009,1,1,3,2637.17
13.72,0,0.057,13,120.09,2009,1,1,3,3143.55
12.6,2,0.024,6,144.95,2009,1,1,3,3398.44
11.63,0,0.004,5,174.42,2009,1,1,3,3782.81
8.24,2,0.071,5,125.42,1998,2,2,1,2014.85
15.52,1,0.007,11,183.35,1987,0,1,2,4845.17
10.08,1,0.154,8,119.91,1987,0,1,2,2316.14
12.03,1,0.026,8,112.02,2009,1,1,3,2596.63
15.77,2,0.006,3,158.1,1999,1,0,0,4383.85
12.95,2,0.034,3,97.63,2009,1,1,3,2509.43
12.26,1,0.055,9,173.11,2009,1,1,3,5304.55
10.69,0,0.039,0,155.64,2009,1,1,3,4603.38
8.33,2,0.024,12,101.1,1998,2,2,1,1536.11
15.35,0,0.075,0,158.89,1998,2,2,1,914.75
12.0,1,0.118,9,81.91,1998,2,2,1,1739.34
11.34,0,0.094,0,147.74,2009,1,1,3,1737.15
10.47,0,0.063,7,136.4,2009,1,1,3,2741.67
11.15,2,0.085,0,146.19,2009,1,1,3,3097.14
12.9,0,0.073,4,195.91,1987,0,1,2,4508.15
12.86,0,0.047,6,112.91,2009,1,1,3,2802.69
14.53,0,0.013,14,110.97,2009,1,1,3,3139.43
9.22,2,0.016,0,87.04,1998,2,2,1,1450.19
10.27,2,0.031,3,141.78,2009,1,1,3,2808.26
14.61,0,0.026,1,141.85,2009,1,1,3,3788.57
15.14,0,0.059,4,103.93,2009,1,1,3,3133.35
14.67,0,0.041,6,156.41,1987,0,1,2,4099.97
16.65,0,0.027,6,166.25,1987,0,1,2,4749.28
10.17,0,0.274,1,77.76,1998,2,2,1,1475.31
8.09,0,0.007,10,118.46,1998,2,2,1,1837.38
13.77,0,0.065,4,186.41,1987,0,1,2,4512.26
11.8,2,0.082,12,163.81,2009,1,1,3,2142.41
8.0,0,0.009,6,105.61,1998,2,2,1,1554.62
13.15,0,0.016,6,146.39,2009,1,1,3,3083.57
12.23,0,0.028,0,165.24,2009,1,1,3,3730.58
10.31,0,0.014,3,149.07,2009,1,1,3,2965.86
12.16,0,0.149,3,132.5,2009,1,1,3,3043.63
9.03,0,0.049,6,90.52,1998,2,2,1,1478.9
14.83,2,0.016,3,197.97,1987,0,1,2,4986.71
14.77,0,0.023,6,189.19,1987,0,1,2,4795.13
9.13,0,0.021,4,134.46,1987,0,1,2,2399.59
7.96,0,0.027,5,126.91,1998,2,2,1,1980.89
11.83,0,0.043,3,153.74,2009,1,1,3,3404.16
8.93,0,0.047,15,139.71,1987,0,1,2,2462.46
12.12,0,0.143,14,147.54,2009,1,1,3,3343.84
14.12,2,0.039,10,174.02,1999,1,0,0,4336.33
12.36,2,0.086,3,131.63,2009,1,1,3,3072.02
13.45,0,0.077,6,118.27,2009,1,1,3,2849.96
9.44,0,0.03,4,97.25,1998,2,2,1,1709.21
9.95,0,0.115,6,91.46,1998,2,2,1,1705.16
9.71,2,0.051,5,202.69,1999,1,0,0,6299.08
12.09,1,0.063,11,165.33,2009,1,1,3,3701.12
11.44,0,0.038,6,174.75,2009,1,1,3,3745.45
